trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
188,False,"{'a': 0.3, 'e': 0.7119999999999999}",20,0,-155.1843032039421,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",1
189,False,"{'a': 0.3, 'e': 0.7109999999999999}",25,0,-44.76014794796807,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
190,False,"{'a': 0.3, 'e': 0.7099999999999999}",20,0,-96.2967531913594,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
191,False,"{'a': 0.3, 'e': 0.7089999999999999}",20,0,-93.22971656016281,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
192,False,"{'a': 0.3, 'e': 0.7079999999999999}",25,0,-51.12820077489976,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
193,False,"{'a': 0.3, 'e': 0.7069999999999999}",30,0,-125.52133088099319,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 3}",0
194,False,"{'a': 0.3, 'e': 0.7059999999999998}",20,0,-144.9976206634007,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
195,False,"{'a': 0.3, 'e': 0.7049999999999998}",25,3,-104.91617119025487,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 2}",1
196,False,"{'a': 0.3, 'e': 0.7039999999999998}",30,0,-88.43076709209532,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
197,False,"{'a': 0.3, 'e': 0.7029999999999998}",25,0,-105.33310569058854,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
198,False,"{'a': 0.3, 'e': 0.7019999999999998}",20,0,-104.12426308282937,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
199,False,"{'a': 0.3, 'e': 0.7009999999999998}",20,0,-60.35462240013427,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.3, 'e': 0.6999999999999998}",20,0,-52.57771528310569,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
201,False,"{'a': 0.3, 'e': 0.6989999999999998}",25,7,-32.57751031935975,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.3, 'e': 0.6979999999999998}",25,0,-94.11606783480539,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.3, 'e': 0.6969999999999998}",20,0,0.9831559058158517,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
204,False,"{'a': 0.3, 'e': 0.6959999999999998}",20,0,-107.12926992647566,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
205,False,"{'a': 0.3, 'e': 0.6949999999999998}",20,2,-78.44746105301408,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
206,False,"{'a': 0.3, 'e': 0.6939999999999998}",20,13,-83.15391039498648,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
207,False,"{'a': 0.3, 'e': 0.6929999999999998}",20,0,-19.26537915155698,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
208,False,"{'a': 0.3, 'e': 0.6919999999999998}",30,13,-36.093976598601316,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.6909999999999998}",30,2,-158.97337112368095,"{0: 19, 1: 0, 2: 3, 3: 4, 4: 2}",1
210,False,"{'a': 0.3, 'e': 0.6899999999999998}",25,0,-40.35933205414448,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
211,False,"{'a': 0.3, 'e': 0.6889999999999998}",30,0,-146.62866079412686,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
212,False,"{'a': 0.3, 'e': 0.6879999999999998}",30,0,-36.29273148592788,"{0: 21, 1: 6, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.3, 'e': 0.6869999999999998}",30,0,-173.9126075339193,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
214,False,"{'a': 0.3, 'e': 0.6859999999999998}",25,6,-62.421083442387356,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
215,False,"{'a': 0.3, 'e': 0.6849999999999998}",25,4,-2.3788799409419803,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.6839999999999998}",35,0,-31.25301846723892,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 0}",0
217,False,"{'a': 0.3, 'e': 0.6829999999999998}",20,0,-107.52482248399126,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
218,False,"{'a': 0.3, 'e': 0.6819999999999998}",35,0,-95.5084736355242,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
219,False,"{'a': 0.3, 'e': 0.6809999999999998}",20,1,-128.16991169166988,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 2}",1
220,False,"{'a': 0.3, 'e': 0.6799999999999998}",30,0,-68.22342408673296,"{0: 21, 1: 4, 2: 2, 3: 3, 4: 0}",0
221,False,"{'a': 0.3, 'e': 0.6789999999999998}",20,0,4.326697820966708,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.3, 'e': 0.6779999999999998}",30,20,17.708682662215303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.6769999999999998}",20,0,-84.31452558138317,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
224,False,"{'a': 0.3, 'e': 0.6759999999999998}",35,5,-218.80620376642193,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",1
225,False,"{'a': 0.3, 'e': 0.6749999999999998}",35,0,-110.04054292092265,"{0: 27, 1: 3, 2: 1, 3: 2, 4: 2}",0
226,False,"{'a': 0.3, 'e': 0.6739999999999998}",20,0,-34.37707213721366,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
227,False,"{'a': 0.3, 'e': 0.6729999999999998}",25,0,-18.867945434125552,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.3, 'e': 0.6719999999999998}",30,0,-48.55532244002302,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
229,False,"{'a': 0.3, 'e': 0.6709999999999998}",30,11,-36.11057919782066,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.3, 'e': 0.6699999999999998}",20,0,-82.23369293125263,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
231,False,"{'a': 0.3, 'e': 0.6689999999999998}",25,0,-115.32901674229839,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
232,False,"{'a': 0.3, 'e': 0.6679999999999998}",25,0,-80.94717908997373,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
233,False,"{'a': 0.3, 'e': 0.6669999999999998}",35,0,-66.0633711406627,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.3, 'e': 0.6659999999999998}",20,0,-34.98644754278715,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
235,False,"{'a': 0.3, 'e': 0.6649999999999998}",20,14,9.636349510375055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.6639999999999998}",20,1,-89.65767321318725,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
237,False,"{'a': 0.3, 'e': 0.6629999999999998}",25,0,-185.93046010421173,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
238,False,"{'a': 0.3, 'e': 0.6619999999999998}",25,0,-60.62450676973799,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
239,False,"{'a': 0.3, 'e': 0.6609999999999998}",20,7,-21.393174291254113,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.6599999999999998}",20,5,-54.47129172232955,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
241,False,"{'a': 0.3, 'e': 0.6589999999999998}",20,0,-104.78781280574339,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
242,False,"{'a': 0.3, 'e': 0.6579999999999998}",30,0,-75.56648058367422,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.3, 'e': 0.6569999999999998}",30,12,-92.16368499248584,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 1}",1
244,False,"{'a': 0.3, 'e': 0.6559999999999998}",25,7,-8.799526672549593,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.6549999999999998}",20,0,-143.18584832870397,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
246,False,"{'a': 0.3, 'e': 0.6539999999999998}",20,4,-34.412324127587596,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.6529999999999998}",35,0,-57.992977711543695,"{0: 28, 1: 0, 2: 5, 3: 2, 4: 0}",0
248,False,"{'a': 0.3, 'e': 0.6519999999999998}",20,7,-5.548804744030699,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.6509999999999998}",20,8,-41.783083444044756,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.3, 'e': 0.6499999999999998}",30,14,-27.175190089506625,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.3, 'e': 0.6489999999999998}",25,0,-132.82420931177418,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
252,False,"{'a': 0.3, 'e': 0.6479999999999998}",20,0,-119.51917178432035,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
253,False,"{'a': 0.3, 'e': 0.6469999999999998}",25,0,-51.03606951082246,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
254,False,"{'a': 0.3, 'e': 0.6459999999999998}",20,6,-55.90728980733614,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.3, 'e': 0.6449999999999998}",20,6,-77.71629228546426,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
256,False,"{'a': 0.3, 'e': 0.6439999999999998}",20,6,12.010697313344258,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.3, 'e': 0.6429999999999998}",20,0,-26.391424362949934,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
258,False,"{'a': 0.3, 'e': 0.6419999999999998}",20,11,4.288333173498223,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.6409999999999998}",35,0,-65.59847237292968,"{0: 27, 1: 1, 2: 6, 3: 0, 4: 1}",0
260,False,"{'a': 0.3, 'e': 0.6399999999999998}",30,17,-35.76055306406379,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.3, 'e': 0.6389999999999998}",20,6,-39.68616848243151,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.3, 'e': 0.6379999999999998}",20,8,-24.34689549779688,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.6369999999999998}",20,0,-9.39046034844905,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
264,False,"{'a': 0.3, 'e': 0.6359999999999998}",25,0,-50.02902330276963,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
265,False,"{'a': 0.3, 'e': 0.6349999999999998}",20,0,-61.75176751891738,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.3, 'e': 0.6339999999999998}",25,0,-0.5881511786299349,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.3, 'e': 0.6329999999999998}",25,6,-84.55565249258761,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
268,False,"{'a': 0.3, 'e': 0.6319999999999998}",20,6,-26.328123537327617,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.6309999999999998}",30,4,30.104243676073825,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.6299999999999998}",35,24,6.297868888176877,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.6289999999999998}",35,20,-78.14425542646737,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
272,False,"{'a': 0.3, 'e': 0.6279999999999998}",20,5,-2.723155055952428,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.6269999999999998}",30,14,-13.673156233398796,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.6259999999999998}",30,0,-159.92549112205157,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
275,False,"{'a': 0.3, 'e': 0.6249999999999998}",20,10,0.4694677279681658,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.3, 'e': 0.6239999999999998}",20,16,6.4819445657898775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.6229999999999998}",35,0,-174.92747678766682,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 3}",0
278,False,"{'a': 0.3, 'e': 0.6219999999999998}",25,0,-48.32185552062116,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
279,False,"{'a': 0.3, 'e': 0.6209999999999998}",20,0,-17.285715085725034,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
280,False,"{'a': 0.3, 'e': 0.6199999999999998}",20,0,-64.65146141885907,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
281,False,"{'a': 0.3, 'e': 0.6189999999999998}",30,18,-3.503221812702832,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.6179999999999998}",20,0,-4.89078437278421,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
283,False,"{'a': 0.3, 'e': 0.6169999999999998}",25,5,-64.62999851066762,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
284,False,"{'a': 0.3, 'e': 0.6159999999999998}",20,0,-72.16432101307592,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
285,False,"{'a': 0.3, 'e': 0.6149999999999998}",25,0,10.30459318534364,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.3, 'e': 0.6139999999999998}",20,0,-46.586409810651425,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
287,False,"{'a': 0.3, 'e': 0.6129999999999998}",20,0,-7.504091229385626,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.3, 'e': 0.6119999999999998}",25,0,-32.81738426564873,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
289,False,"{'a': 0.3, 'e': 0.6109999999999998}",20,0,-49.476106872482426,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.3, 'e': 0.6099999999999998}",20,0,-22.34096761183163,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
291,False,"{'a': 0.3, 'e': 0.6089999999999998}",20,0,-65.87927583311183,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
292,False,"{'a': 0.3, 'e': 0.6079999999999998}",25,6,-112.34313649521836,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 1}",1
293,False,"{'a': 0.3, 'e': 0.6069999999999998}",25,0,-78.46793902369615,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
294,False,"{'a': 0.3, 'e': 0.6059999999999998}",25,0,-34.2142142249427,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
295,False,"{'a': 0.3, 'e': 0.6049999999999998}",25,0,-175.83660544473588,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
296,False,"{'a': 0.3, 'e': 0.6039999999999998}",30,0,-189.57220483753017,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 4}",0
297,False,"{'a': 0.3, 'e': 0.6029999999999998}",35,8,-0.9170774028333075,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.6019999999999998}",25,0,-100.64921482146312,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
299,False,"{'a': 0.3, 'e': 0.6009999999999998}",25,0,-5.997885008872175,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
300,False,"{'a': 0.3, 'e': 0.5999999999999998}",25,11,-91.66170840522628,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
301,False,"{'a': 0.3, 'e': 0.5989999999999998}",30,18,-26.075896948510653,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.3, 'e': 0.5979999999999998}",20,2,-80.93771347780185,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
303,False,"{'a': 0.3, 'e': 0.5969999999999998}",20,0,-55.00249252023655,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
304,False,"{'a': 0.3, 'e': 0.5959999999999998}",25,5,-28.64510072958178,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.5949999999999998}",25,0,-123.36439604339995,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
306,False,"{'a': 0.3, 'e': 0.5939999999999998}",20,0,-92.12559642277128,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
307,False,"{'a': 0.3, 'e': 0.5929999999999997}",25,17,-12.17633184735422,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.5919999999999997}",25,12,0.6305842925842136,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.3, 'e': 0.5909999999999997}",20,0,-30.130822992529154,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.3, 'e': 0.5899999999999997}",25,11,-58.77511352792164,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
311,False,"{'a': 0.3, 'e': 0.5889999999999997}",25,8,26.61686275537681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.5879999999999997}",30,0,-48.520674326068054,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.3, 'e': 0.5869999999999997}",20,8,17.771238485968517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.5859999999999997}",30,3,-45.534072084901254,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
315,False,"{'a': 0.3, 'e': 0.5849999999999997}",25,6,-8.416252435873378,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.3, 'e': 0.5839999999999997}",30,0,-158.7802608606228,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
317,False,"{'a': 0.3, 'e': 0.5829999999999997}",20,10,-23.21100230915711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.3, 'e': 0.5819999999999997}",20,0,-43.80103321865141,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
319,False,"{'a': 0.3, 'e': 0.5809999999999997}",20,13,15.498270781168593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.5799999999999997}",20,1,-81.08893118797506,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
321,False,"{'a': 0.3, 'e': 0.5789999999999997}",20,9,10.000387783340962,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.5779999999999997}",20,4,6.6989633966826485,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.5769999999999997}",25,0,-88.74307728999541,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
324,False,"{'a': 0.3, 'e': 0.5759999999999997}",30,13,-77.31676587311324,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
325,False,"{'a': 0.3, 'e': 0.5749999999999997}",20,0,-12.73484915448907,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.3, 'e': 0.5739999999999997}",30,0,-64.37592748391687,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
327,False,"{'a': 0.3, 'e': 0.5729999999999997}",20,0,-44.977506132624306,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
328,False,"{'a': 0.3, 'e': 0.5719999999999997}",20,0,-81.68803366873146,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
329,False,"{'a': 0.3, 'e': 0.5709999999999997}",25,0,-38.75548364899993,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
330,False,"{'a': 0.3, 'e': 0.5699999999999997}",20,0,-29.562754249005984,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.3, 'e': 0.5689999999999997}",20,0,-99.3673799151577,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
332,False,"{'a': 0.3, 'e': 0.5679999999999997}",20,10,-9.597438868163742,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.5669999999999997}",25,1,-50.088966888503855,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
334,False,"{'a': 0.3, 'e': 0.5659999999999997}",30,0,-105.59625246876352,"{0: 21, 1: 5, 2: 1, 3: 1, 4: 2}",0
335,False,"{'a': 0.3, 'e': 0.5649999999999997}",30,10,-36.79874412830494,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.5639999999999997}",20,11,-7.93865154117559,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.3, 'e': 0.5629999999999997}",20,0,9.722692813543075,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 0.3, 'e': 0.5619999999999997}",30,9,-71.40330761798702,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 2}",1
339,False,"{'a': 0.3, 'e': 0.5609999999999997}",20,8,-23.048997340871832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.3, 'e': 0.5599999999999997}",20,0,-58.76113236575833,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.5589999999999997}",20,0,-59.51297514375934,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
342,False,"{'a': 0.3, 'e': 0.5579999999999997}",30,15,17.171893383347022,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3, 'e': 0.5569999999999997}",25,0,-30.226997883354144,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
344,False,"{'a': 0.3, 'e': 0.5559999999999997}",20,0,-33.429033862359496,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
345,False,"{'a': 0.3, 'e': 0.5549999999999997}",20,1,-114.33464865033456,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 1}",1
346,False,"{'a': 0.3, 'e': 0.5539999999999997}",20,0,-17.648595914447736,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
347,False,"{'a': 0.3, 'e': 0.5529999999999997}",20,4,-29.887685420925024,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.3, 'e': 0.5519999999999997}",20,10,-14.534754228404184,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.5509999999999997}",20,0,-29.81301484386653,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
350,False,"{'a': 0.3, 'e': 0.5499999999999997}",25,0,-94.43332402234961,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
351,False,"{'a': 0.3, 'e': 0.5489999999999997}",30,3,-56.42808940288498,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.5479999999999997}",25,0,-14.970338276975614,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
353,False,"{'a': 0.3, 'e': 0.5469999999999997}",20,0,-35.85945510868486,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
354,False,"{'a': 0.3, 'e': 0.5459999999999997}",20,0,-90.60582367049928,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
355,False,"{'a': 0.3, 'e': 0.5449999999999997}",35,13,-6.597989832924471,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.5439999999999997}",20,8,-13.716611790519696,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.5429999999999997}",20,6,-10.078623607869485,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.5419999999999997}",20,0,-17.54450954455782,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
359,False,"{'a': 0.3, 'e': 0.5409999999999997}",20,7,-14.53062155314508,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.3, 'e': 0.5399999999999997}",20,11,-23.38856709115537,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.5389999999999997}",25,16,5.453485936364169,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.5379999999999997}",20,13,-13.414902958242582,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.5369999999999997}",25,3,-81.76367952058867,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
364,False,"{'a': 0.3, 'e': 0.5359999999999997}",30,3,-106.62243015442397,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 2}",1
365,False,"{'a': 0.3, 'e': 0.5349999999999997}",25,0,-74.31417606601475,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
366,False,"{'a': 0.3, 'e': 0.5339999999999997}",25,3,3.4964262661703778,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.5329999999999997}",25,0,-32.4676710239658,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
368,False,"{'a': 0.3, 'e': 0.5319999999999997}",20,0,-93.5770253551851,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
369,False,"{'a': 0.3, 'e': 0.5309999999999997}",20,0,-170.58780990446866,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
370,False,"{'a': 0.3, 'e': 0.5299999999999997}",20,0,-61.48384921059818,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
