trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.3, 'e': 0.5289999999999997}",25,0,-82.74053109888726,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
372,False,"{'a': 0.3, 'e': 0.5279999999999997}",30,12,11.112457393234152,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.3, 'e': 0.5269999999999997}",30,16,-5.935763989617421,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.5259999999999997}",20,9,14.052633621455486,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.5249999999999997}",20,9,-22.17556656631716,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.5239999999999997}",30,7,-66.13665871197537,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 1}",1
377,False,"{'a': 0.3, 'e': 0.5229999999999997}",35,0,-24.853254091076014,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
378,False,"{'a': 0.3, 'e': 0.5219999999999997}",20,0,-18.069599868350394,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
379,False,"{'a': 0.3, 'e': 0.5209999999999997}",20,0,-26.738407572873356,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
380,False,"{'a': 0.3, 'e': 0.5199999999999997}",25,8,8.569867937986027,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.5189999999999997}",30,23,-8.28987003075828,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.5179999999999997}",25,0,-157.88277526927672,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
383,False,"{'a': 0.3, 'e': 0.5169999999999997}",25,5,-70.66007245811147,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
384,False,"{'a': 0.3, 'e': 0.5159999999999997}",25,12,-83.096455180311,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 2}",1
385,False,"{'a': 0.3, 'e': 0.5149999999999997}",20,0,-37.15092326667288,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
386,False,"{'a': 0.3, 'e': 0.5139999999999997}",20,0,-133.7955514834523,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
387,False,"{'a': 0.3, 'e': 0.5129999999999997}",20,9,7.450387715724646,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.5119999999999997}",20,8,7.251053083061601,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.5109999999999997}",20,0,-93.51089331332678,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
390,False,"{'a': 0.3, 'e': 0.5099999999999997}",25,2,-32.924109990402236,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.5089999999999997}",20,0,-41.181431383974946,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
392,False,"{'a': 0.3, 'e': 0.5079999999999997}",30,20,-0.9154357208544357,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.3, 'e': 0.5069999999999997}",20,10,-17.590867903359207,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.5059999999999997}",20,0,-28.60691041826517,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
395,False,"{'a': 0.3, 'e': 0.5049999999999997}",25,0,-170.06351424070516,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
396,False,"{'a': 0.3, 'e': 0.5039999999999997}",30,7,-36.20003176446195,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
397,False,"{'a': 0.3, 'e': 0.5029999999999997}",20,7,-20.59873168584791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.3, 'e': 0.5019999999999997}",30,7,-14.690382622534514,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.5009999999999997}",25,11,-4.7037135149045435,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.49999999999999967}",25,18,15.128852364270568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.49899999999999967}",20,14,7.581307996209832,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.3, 'e': 0.49799999999999967}",25,0,-76.61915122714225,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
403,False,"{'a': 0.3, 'e': 0.49699999999999966}",20,0,-17.252977536136562,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
404,False,"{'a': 0.3, 'e': 0.49599999999999966}",30,0,-58.69896232754197,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
405,False,"{'a': 0.3, 'e': 0.49499999999999966}",30,19,-74.29528363516924,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
406,False,"{'a': 0.3, 'e': 0.49399999999999966}",25,0,-88.22604218609112,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
407,False,"{'a': 0.3, 'e': 0.49299999999999966}",20,0,22.542666283017116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.3, 'e': 0.49199999999999966}",25,0,-7.642661292333594,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
409,False,"{'a': 0.3, 'e': 0.49099999999999966}",25,9,17.366993111960046,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.3, 'e': 0.48999999999999966}",30,5,-79.33795297183593,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
411,False,"{'a': 0.3, 'e': 0.48899999999999966}",20,11,3.7947668546349598,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.3, 'e': 0.48799999999999966}",20,3,22.512829068654188,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.3, 'e': 0.48699999999999966}",25,0,-78.41540390523566,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
414,False,"{'a': 0.3, 'e': 0.48599999999999965}",30,8,-47.478428688437326,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
415,False,"{'a': 0.3, 'e': 0.48499999999999965}",25,6,-22.485445872810033,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
416,False,"{'a': 0.3, 'e': 0.48399999999999965}",20,6,-46.51998990579639,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
417,False,"{'a': 0.3, 'e': 0.48299999999999965}",25,9,-13.362142463816642,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
418,False,"{'a': 0.3, 'e': 0.48199999999999965}",25,0,-60.01449150025317,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
419,False,"{'a': 0.3, 'e': 0.48099999999999965}",20,6,-8.533609808389878,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.3, 'e': 0.47999999999999965}",20,3,-18.275016906072906,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
421,False,"{'a': 0.3, 'e': 0.47899999999999965}",20,10,-14.534273278308326,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
422,False,"{'a': 0.3, 'e': 0.47799999999999965}",25,9,-38.803122403964046,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
423,False,"{'a': 0.3, 'e': 0.47699999999999965}",25,0,-71.91638539857864,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
424,False,"{'a': 0.3, 'e': 0.47599999999999965}",20,13,-0.4636946055844007,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.3, 'e': 0.47499999999999964}",30,0,-22.150690560799823,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
426,False,"{'a': 0.3, 'e': 0.47399999999999964}",20,8,-0.044100415380625035,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
427,False,"{'a': 0.3, 'e': 0.47299999999999964}",20,8,-27.116382495433115,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.3, 'e': 0.47199999999999964}",20,0,-16.193013676027494,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
429,False,"{'a': 0.3, 'e': 0.47099999999999964}",30,10,-18.50273999447747,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
430,False,"{'a': 0.3, 'e': 0.46999999999999964}",25,7,-66.13813704984238,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
431,False,"{'a': 0.3, 'e': 0.46899999999999964}",20,10,-5.898927684478636,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
432,False,"{'a': 0.3, 'e': 0.46799999999999964}",20,0,9.470414418663044,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
433,False,"{'a': 0.3, 'e': 0.46699999999999964}",30,16,-7.197890188974955,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
434,False,"{'a': 0.3, 'e': 0.46599999999999964}",20,3,-139.28870595181758,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 3}",1
435,False,"{'a': 0.3, 'e': 0.46499999999999964}",20,6,-24.637381793224748,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
436,False,"{'a': 0.3, 'e': 0.46399999999999963}",20,0,-25.199483920772863,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
437,False,"{'a': 0.3, 'e': 0.46299999999999963}",25,17,16.869913307217672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.3, 'e': 0.46199999999999963}",25,3,-52.168696259314835,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
439,False,"{'a': 0.3, 'e': 0.46099999999999963}",25,14,6.1958278910125975,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.3, 'e': 0.45999999999999963}",25,0,-27.646078743960867,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
441,False,"{'a': 0.3, 'e': 0.45899999999999963}",25,0,-60.016248410988574,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
442,False,"{'a': 0.3, 'e': 0.45799999999999963}",25,15,-17.79508157250672,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
443,False,"{'a': 0.3, 'e': 0.45699999999999963}",25,5,-22.646395978062706,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
444,False,"{'a': 0.3, 'e': 0.45599999999999963}",30,0,-90.42392095696503,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
445,False,"{'a': 0.3, 'e': 0.4549999999999996}",25,14,10.869820561040065,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.4539999999999996}",20,2,-39.86634699425957,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
447,False,"{'a': 0.3, 'e': 0.4529999999999996}",20,13,12.64622918846526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.3, 'e': 0.4519999999999996}",25,0,-49.21476396122891,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
449,False,"{'a': 0.3, 'e': 0.4509999999999996}",25,13,-51.777032212390985,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
450,False,"{'a': 0.3, 'e': 0.4499999999999996}",35,21,-117.78679128727997,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 3}",1
451,False,"{'a': 0.3, 'e': 0.4489999999999996}",25,0,-69.53796473408394,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
452,False,"{'a': 0.3, 'e': 0.4479999999999996}",20,0,-7.932132051548779,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
453,False,"{'a': 0.3, 'e': 0.4469999999999996}",20,0,-132.89542574666166,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
454,False,"{'a': 0.3, 'e': 0.4459999999999996}",25,0,-56.18903933982356,"{0: 17, 1: 5, 2: 1, 3: 2, 4: 0}",0
455,False,"{'a': 0.3, 'e': 0.4449999999999996}",20,12,0.25301005178837066,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.3, 'e': 0.4439999999999996}",25,13,15.620412355195533,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.3, 'e': 0.4429999999999996}",20,5,-50.355412820365416,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
458,False,"{'a': 0.3, 'e': 0.4419999999999996}",25,0,-43.22840154928824,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
459,False,"{'a': 0.3, 'e': 0.4409999999999996}",25,19,10.150646134922663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.4399999999999996}",20,13,1.9655691271978095,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.3, 'e': 0.4389999999999996}",20,0,-2.5538090826292055,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
462,False,"{'a': 0.3, 'e': 0.4379999999999996}",25,0,-30.774844582684125,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
463,False,"{'a': 0.3, 'e': 0.4369999999999996}",20,7,1.6999073109882274,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.3, 'e': 0.4359999999999996}",25,6,1.4413626601616514,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.3, 'e': 0.4349999999999996}",30,0,-110.73756409043847,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
466,False,"{'a': 0.3, 'e': 0.4339999999999996}",20,0,-8.348238970796174,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
467,False,"{'a': 0.3, 'e': 0.4329999999999996}",20,0,-146.77337627171565,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
468,False,"{'a': 0.3, 'e': 0.4319999999999996}",25,3,-4.898359734763179,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
469,False,"{'a': 0.3, 'e': 0.4309999999999996}",20,9,16.404063756726572,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.3, 'e': 0.4299999999999996}",20,3,4.040452375221381,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.3, 'e': 0.4289999999999996}",20,8,-42.72974873591897,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
472,False,"{'a': 0.3, 'e': 0.4279999999999996}",20,0,-65.89117473833994,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
473,False,"{'a': 0.3, 'e': 0.4269999999999996}",20,8,21.319642255151937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.3, 'e': 0.4259999999999996}",25,7,-17.5604146547949,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
475,False,"{'a': 0.3, 'e': 0.4249999999999996}",20,0,-93.61782383175667,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
476,False,"{'a': 0.3, 'e': 0.4239999999999996}",25,0,-27.037432509118425,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
477,False,"{'a': 0.3, 'e': 0.4229999999999996}",30,0,-47.97092293405162,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
478,False,"{'a': 0.3, 'e': 0.4219999999999996}",35,17,-70.30373145115644,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
479,False,"{'a': 0.3, 'e': 0.4209999999999996}",20,0,-51.11684979648989,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
480,False,"{'a': 0.3, 'e': 0.4199999999999996}",20,3,-17.189603320262677,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
481,False,"{'a': 0.3, 'e': 0.4189999999999996}",20,11,3.169507871378137,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.3, 'e': 0.4179999999999996}",20,0,-88.8140176742413,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
483,False,"{'a': 0.3, 'e': 0.4169999999999996}",20,0,-66.87412666863786,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
484,False,"{'a': 0.3, 'e': 0.4159999999999996}",20,3,-52.61395023717844,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
485,False,"{'a': 0.3, 'e': 0.4149999999999996}",35,22,16.564130902182978,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.4139999999999996}",20,5,-75.19225225582042,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
487,False,"{'a': 0.3, 'e': 0.4129999999999996}",25,11,-22.83850304988566,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.4119999999999996}",25,0,-11.398009973809437,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
489,False,"{'a': 0.3, 'e': 0.4109999999999996}",20,0,-28.55828626233106,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
490,False,"{'a': 0.3, 'e': 0.4099999999999996}",30,12,5.057719839037757,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.4089999999999996}",30,0,-51.83849382380288,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
492,False,"{'a': 0.3, 'e': 0.4079999999999996}",20,8,1.2426698504610008,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.4069999999999996}",25,0,-42.23340826356157,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
494,False,"{'a': 0.3, 'e': 0.4059999999999996}",20,7,4.948574391809569,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.3, 'e': 0.4049999999999996}",20,5,24.425032402250327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.3, 'e': 0.4039999999999996}",25,10,4.276847317042796,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.3, 'e': 0.4029999999999996}",20,0,-18.139553801196065,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.3, 'e': 0.4019999999999996}",30,21,2.5459713443557535,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.3, 'e': 0.4009999999999996}",25,0,12.5230982186755,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
500,False,"{'a': 0.3, 'e': 0.3999999999999996}",20,0,32.67526288874341,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.3, 'e': 0.3989999999999996}",30,0,-84.5379483151985,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
502,False,"{'a': 0.3, 'e': 0.3979999999999996}",30,7,17.650417050978337,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.3, 'e': 0.3969999999999996}",25,15,-28.29358139036524,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.3, 'e': 0.3959999999999996}",25,12,-60.558489617300026,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
505,False,"{'a': 0.3, 'e': 0.3949999999999996}",25,19,-11.49905344048854,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.3939999999999996}",20,11,-3.8451340957287687,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.39299999999999957}",20,0,5.270553415830318,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
508,False,"{'a': 0.3, 'e': 0.39199999999999957}",20,13,12.098826676430786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.39099999999999957}",20,0,-11.949810605844235,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
510,False,"{'a': 0.3, 'e': 0.38999999999999957}",25,5,-66.14184209143237,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
511,False,"{'a': 0.3, 'e': 0.38899999999999957}",20,14,10.633577782956083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.3, 'e': 0.38799999999999957}",20,12,-28.92934322234331,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.3, 'e': 0.38699999999999957}",20,0,14.667854337598358,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.38599999999999957}",25,19,12.466404301410556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.38499999999999956}",30,10,25.744217569237268,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.3, 'e': 0.38399999999999956}",30,21,5.828414895529752,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.3, 'e': 0.38299999999999956}",20,1,2.799505931577628,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
518,False,"{'a': 0.3, 'e': 0.38199999999999956}",25,13,-0.5928114895041614,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.3, 'e': 0.38099999999999956}",25,6,6.536359529417945,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
520,False,"{'a': 0.3, 'e': 0.37999999999999956}",25,0,-120.63018876234982,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
521,False,"{'a': 0.3, 'e': 0.37899999999999956}",20,13,9.605681723041037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.3, 'e': 0.37799999999999956}",20,13,13.734842542863936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.3, 'e': 0.37699999999999956}",20,1,-37.29641837433629,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
524,False,"{'a': 0.3, 'e': 0.37599999999999956}",35,13,-43.43789924400801,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
525,False,"{'a': 0.3, 'e': 0.37499999999999956}",20,2,-57.63920056636047,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
526,False,"{'a': 0.3, 'e': 0.37399999999999956}",20,0,-41.92443518954404,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
527,False,"{'a': 0.3, 'e': 0.37299999999999955}",20,12,2.048415692957586,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.3, 'e': 0.37199999999999955}",25,16,-51.26814669784141,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
529,False,"{'a': 0.3, 'e': 0.37099999999999955}",25,9,-7.304774716372057,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
530,False,"{'a': 0.3, 'e': 0.36999999999999955}",25,1,-12.388869442096656,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
531,False,"{'a': 0.3, 'e': 0.36899999999999955}",25,11,-59.59863468809386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
532,False,"{'a': 0.3, 'e': 0.36799999999999955}",20,0,-131.90540989011123,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
533,False,"{'a': 0.3, 'e': 0.36699999999999955}",20,1,-20.434557998320855,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.3, 'e': 0.36599999999999955}",25,13,9.963414168602663,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.3, 'e': 0.36499999999999955}",20,0,5.2577413524084555,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 0.3, 'e': 0.36399999999999955}",25,0,-12.581185946068096,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
537,False,"{'a': 0.3, 'e': 0.36299999999999955}",25,18,0.11281876305006588,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.3, 'e': 0.36199999999999954}",25,17,11.036694776352004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.3, 'e': 0.36099999999999954}",25,0,-62.257705549838484,"{0: 19, 1: 0, 2: 3, 3: 3, 4: 0}",0
540,False,"{'a': 0.3, 'e': 0.35999999999999954}",20,9,9.87702895427566,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.3, 'e': 0.35899999999999954}",20,8,14.756782846786468,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.3, 'e': 0.35799999999999954}",20,12,3.2366451657639037,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.3, 'e': 0.35699999999999954}",25,17,17.057240791935172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.3, 'e': 0.35599999999999954}",25,9,14.378725780274609,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.3, 'e': 0.35499999999999954}",25,5,-24.098861646368427,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
546,False,"{'a': 0.3, 'e': 0.35399999999999954}",20,0,23.399770837744974,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.3, 'e': 0.35299999999999954}",25,0,-114.33760056131796,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
548,False,"{'a': 0.3, 'e': 0.35199999999999954}",20,8,7.022027299040516,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.3, 'e': 0.35099999999999953}",20,14,-12.651593457094474,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
550,False,"{'a': 0.3, 'e': 0.34999999999999953}",20,7,23.280189463668574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.3, 'e': 0.34899999999999953}",35,20,12.688130501959016,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.3, 'e': 0.34799999999999953}",20,3,-42.97826411770357,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
553,False,"{'a': 0.3, 'e': 0.34699999999999953}",20,4,-6.123593688187387,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
554,False,"{'a': 0.3, 'e': 0.34599999999999953}",25,0,-95.50527863037189,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
